Anio,DepartamentoOrigen,PaísDestino,VolúmenToneladas
2010,Valle del Cauca,Letonia,38.46
2010,Valle del Cauca,México,38.44
2010,Valle del Cauca,Noruega,298.98
2010,Valle del Cauca,Nueva Zelandia,442.56999999999994
2010,Valle del Cauca,Países Bajos,64.99
2010,Valle del Cauca,Perú,675.0400000000002
2010,Valle del Cauca,Puerto Rico,33.75
2010,Valle del Cauca,Reino Unido,689.52
2010,Valle del Cauca,República Dominicana,8.75
2010,Valle del Cauca,Rusia- Federación de,19.25
2010,Valle del Cauca,Singapur,57.709999999999994
2010,Valle del Cauca,Sudáfrica,19.22
2010,Valle del Cauca,Suecia,230.98000000000002
2010,Valle del Cauca,Venezuela,443.90000000000003
2010,Valle del Cauca,ZFP Bogotá,1.2399999999999998
2011,Antioquia,Alemania,1923.58
2011,Antioquia,Antigua y Barbuda,4.21
2011,Antioquia,Antillas Holandesas,35.3
2011,Antioquia,Argentina,98.25
2011,Antioquia,Aruba,23.91
2011,Antioquia,Australia,193.02
2011,Antioquia,Barbados,35.349999999999994
2011,Antioquia,Belice,13.15
2011,Antioquia,Bolivia,23.46
2011,Antioquia,Bélgica,3726.4100000000003
2011,Antioquia,Caimán- Islas,0.39
2011,Antioquia,Canadá,5226.89
2011,Antioquia,Chile,422.85
2011,Antioquia,China,85.31
2011,Antioquia,Corea,1068.0400000000002
2011,Antioquia,Costa Rica,263.78
2011,Antioquia,Croacia,1.39
2011,Antioquia,Dinamarca,111.89999999999999
2011,Antioquia,Dominica,6.860000000000001
2011,Antioquia,Ecuador,563.1600000000001
2011,Antioquia,Egipto,19.23
2011,Antioquia,El Salvador,56.9
2011,Antioquia,Eslovenia,77.05000000000001
2011,Antioquia,España,873.8899999999999
2011,Antioquia,Estados Unidos,33593.729999999996
2011,Antioquia,Finlandia,628.02
2011,Antioquia,Francia,372.62
2011,Antioquia,Granada,6.14
2011,Antioquia,Grecia,19.92
2011,Antioquia,Guatemala,121.52000000000001
2011,Antioquia,Guyana,4.69
2011,Antioquia,Hong Kong,18.77
2011,Antioquia,Irlanda,19.27
2011,Antioquia,Israel,288.49
2011,Antioquia,Italia,1493.2900000000004
2011,Antioquia,Japón,6518.260000000001
2011,Antioquia,Letonia,95.94999999999999
2011,Antioquia,Líbano,39.66
2011,Antioquia,Malasia,174.72
2011,Antioquia,Marruecos,19.22
2011,Antioquia,México,48.28999999999999
2011,Antioquia,Noruega,701.05
2011,Antioquia,Nueva Zelandia,20.39
2011,Antioquia,Panamá,270.19
2011,Antioquia,Paraguay,45.27
2011,Antioquia,Países Bajos,173.01
2011,Antioquia,Perú,111.77
2011,Antioquia,Portugal,41.620000000000005
2011,Antioquia,Puerto Rico,37.339999999999996
2011,Antioquia,Reino Unido,7792.5
2011,Antioquia,República Dominicana,18.1
2011,Antioquia,Rusia- Federación de,288.66999999999996
2011,Antioquia,San Cristóbal y Nieves,0.94
2011,Antioquia,San Vicente y las Granadinas,3.56
2011,Antioquia,Santa Lucia,8.749999999999998
2011,Antioquia,Singapur,35.089999999999996
2011,Antioquia,Siria- República Árabe,215.20000000000002
2011,Antioquia,Suecia,586.99
2011,Antioquia,Suiza,40.2
2011,Antioquia,Surinam,22.819999999999997
2011,Antioquia,Tailandia,1.2
2011,Antioquia,Taiwán- Provincia de China,11.49
2011,Antioquia,Trinidad y Tobago,58.11999999999999
2011,Antioquia,Turquía,37.41
2011,Antioquia,Uruguay,34.95
2011,Antioquia,Venezuela,416.68
2011,Antioquia,ZFP Candelaria,0.03
2011,Antioquia,ZFP Cartagena,0.5700000000000001
2011,Atlántico,Antillas Holandesas,0.01
2011,Bogotá,Alemania,3505.61
2011,Bogotá,Arabia Saudita,56.65
2011,Bogotá,Argentina,227.66000000000003
2011,Bogotá,Aruba,1.85
2011,Bogotá,Australia,618.12
2011,Bogotá,Austria,0.3
2011,Bogotá,Bolivia,0.1
2011,Bogotá,Bélgica,6188.28
2011,Bogotá,Canadá,1671.4299999999998
2011,Bogotá,Chile,86.39999999999999
2011,Bogotá,China,1.01
2011,Bogotá,Corea,472.49999999999994
2011,Bogotá,Dinamarca,0.75
2011,Bogotá,Ecuador,64.22
2011,Bogotá,El Salvador,1.27
2011,Bogotá,Emiratos Árabes Unidos,17.98
2011,Bogotá,Eslovenia,57.59
2011,Bogotá,España,644.56
2011,Bogotá,Estados Unidos,21532.69
2011,Bogotá,Finlandia,324.85
2011,Bogotá,Francia,332.20000000000005
2011,Bogotá,Grecia,29.740000000000002
2011,Bogotá,Irak,0.51
2011,Bogotá,Irlanda,19.31
2011,Bogotá,Islandia,19.26
2011,Bogotá,Israel,269.81
2011,Bogotá,Italia,1851.0699999999997
2011,Bogotá,Japón,1917.21
2011,Bogotá,Jordania,38.5
2011,Bogotá,Líbano,59.83
2011,Bogotá,Marruecos,115.61000000000001
2011,Bogotá,Martinica,0.35
2011,Bogotá,México,42.84
2011,Bogotá,Noruega,0.6
2011,Bogotá,Nueva Zelandia,115.16000000000001
2011,Bogotá,Panamá,0.01
2011,Bogotá,Países Bajos,19.36
2011,Bogotá,Perú,92.39999999999999
2011,Bogotá,Polonia,0.46
2011,Bogotá,Portugal,0.28
2011,Bogotá,Reino Unido,817.2700000000001
2011,Bogotá,República Checa,45.519999999999996
2011,Bogotá,República Dominicana,0.65
2011,Bogotá,Rusia- Federación de,30.43
2011,Bogotá,Singapur,7.0
2011,Bogotá,Sudáfrica,19.95
2011,Bogotá,Suecia,1219.8899999999999
2011,Bogotá,Suiza,26.23
2011,Bogotá,Tailandia,0.21
2011,Bogotá,Taiwán- Provincia de China,14.059999999999999
2011,Bogotá,Uruguay,4.22
2011,Bogotá,Venezuela,23.12
2011,Bogotá,ZFP Bogotá,99.28000000000003
2011,Bogotá,ZFP Pacifico,0.34
2011,Bogotá,ZFP Palmaseca,0.5
2011,Bogotá,ZFPE papeles del Cauca,0.06
2011,Bolívar,Estados Unidos,96.19
2011,Caldas,Alemania,6930.850000000001
2011,Caldas,Arabia Saudita,36.739999999999995
2011,Caldas,Australia,468.35
2011,Caldas,Bélgica,5693.050000000001
2011,Caldas,Canadá,3194.04
2011,Caldas,Chile,136.45
2011,Caldas,China,74.3
2011,Caldas,Corea,1393.06
2011,Caldas,Dinamarca,151.43
2011,Caldas,Ecuador,165.20999999999998
2011,Caldas,El Salvador,17.16
2011,Caldas,España,2140.8399999999997
2011,Caldas,Estados Unidos,27606.669999999995
2011,Caldas,Estonia,15.38
2011,Caldas,Finlandia,513.09
2011,Caldas,Francia,1488.6400000000003
2011,Caldas,Grecia,58.33
2011,Caldas,Hong Kong,68.53
2011,Caldas,Indonesia,42.61
2011,Caldas,Irlanda,77.01
2011,Caldas,Islandia,19.2
2011,Caldas,Israel,63.440000000000005
2011,Caldas,Italia,813.09
2011,Caldas,Japón,6014.170000000001
2011,Caldas,Letonia,49.68
2011,Caldas,Lituania,16.990000000000002
2011,Caldas,Líbano,19.28
2011,Caldas,Malasia,19.26
2011,Caldas,Marruecos,19.21
2011,Caldas,México,789.5600000000001
2011,Caldas,Noruega,643.17
2011,Caldas,Nueva Zelandia,33.26
2011,Caldas,Países Bajos,241.67
2011,Caldas,Perú,8.13
2011,Caldas,Polonia,315.3299999999999
2011,Caldas,Portugal,39.95
2011,Caldas,Reino Unido,1198.3
2011,Caldas,Rumania,38.48
2011,Caldas,Rusia- Federación de,1671.8799999999999
2011,Caldas,Singapur,0.42
2011,Caldas,Siria- República Árabe,19.22
2011,Caldas,Sudáfrica,57.650000000000006
2011,Caldas,Suecia,1099.3
2011,Caldas,Taiwán- Provincia de China,29.09
2011,Cauca,Alemania,447.83
2011,Cauca,Antillas Holandesas,19.88
2011,Cauca,Australia,78.75
2011,Cauca,Bélgica,3987.7699999999995
2011,Cauca,Canadá,625.51
2011,Cauca,Corea,490.90999999999997
2011,Cauca,Croacia,77.7
2011,Cauca,Egipto,19.22
2011,Cauca,Eslovenia,19.84
2011,Cauca,España,1576.6399999999996
2011,Cauca,Estados Unidos,4189.92
2011,Cauca,Finlandia,21.0
2011,Cauca,Francia,1322.7199999999998
2011,Cauca,Israel,15.11
2011,Cauca,Italia,58.39
2011,Cauca,Japón,1596.1699999999998
2011,Cauca,Malasia,59.81
2011,Cauca,Noruega,38.44
2011,Cauca,Nueva Zelandia,38.81
2011,Cauca,Países Bajos,33.93
2011,Cauca,Portugal,19.22
2011,Cauca,Reino Unido,1541.39
2011,Cauca,Suecia,155.58
2011,Cauca,Suiza,7.14
2011,Cesar,Japón,97.8
2011,Cesar,Noruega,115.52
2011,Cundinamarca,Chile,1.48
2011,Cundinamarca,Corea,262.65999999999997
2011,Cundinamarca,España,0.16
2011,Cundinamarca,Estados Unidos,19.29
2011,Cundinamarca,Francia,21.69
2011,Cundinamarca,Japón,601.05
2011,Cundinamarca,Panamá,0.13
2011,Cundinamarca,Reino Unido,130.52
2011,Cundinamarca,ZFP Bogotá,1.95
2011,Guainía,Japón,34.99
2011,Huila,Alemania,2606.2700000000004
2011,Huila,Australia,404.5
2011,Huila,Bélgica,2193.1
2011,Huila,Canadá,5472.07
2011,Huila,China,19.2
2011,Huila,Corea,2365.49
2011,Huila,Croacia,39.07
2011,Huila,Dinamarca,260.26
2011,Huila,Eslovenia,116.1
2011,Huila,España,5516.59
2011,Huila,Estados Unidos,30755.629999999997
2011,Huila,Finlandia,3362.3700000000003
2011,Huila,Francia,474.32
2011,Huila,Grecia,19.86
2011,Huila,Hong Kong,57.81
2011,Huila,Indonesia,19.26
2011,Huila,Irlanda,19.26
2011,Huila,Islandia,38.47
2011,Huila,Israel,59.16
2011,Huila,Italia,375.35999999999996
2011,Huila,Japón,19810.439999999995
2011,Huila,Letonia,38.49
2011,Huila,Líbano,19.94
2011,Huila,Malasia,59.76
2011,Huila,Marruecos,38.48
2011,Huila,México,89.2
2011,Huila,Noruega,1813.7800000000002
2011,Huila,Nueva Zelandia,38.42
2011,Huila,Países Bajos,57.64
2011,Huila,Polonia,38.4
2011,Huila,Portugal,41.64
2011,Huila,Reino Unido,3363.8999999999987
2011,Huila,Rumania,57.739999999999995
2011,Huila,Rusia- Federación de,192.53
2011,Huila,Singapur,57.74
2011,Huila,Siria- República Árabe,39.150000000000006
2011,Huila,Suecia,954.57
2011,Huila,Taiwán- Provincia de China,38.7
2011,Magdalena,Alemania,1006.2900000000001
2011,Magdalena,Australia,96.24000000000001
2011,Magdalena,Bélgica,948.92
2011,Magdalena,Canadá,1093.31
2011,Magdalena,Corea,100.67
2011,Magdalena,Dinamarca,59.849999999999994
2011,Magdalena,Emiratos Árabes Unidos,0.35000000000000003
2011,Magdalena,España,19.22
2011,Magdalena,Estados Unidos,1457.96
2011,Magdalena,Israel,19.25
2011,Magdalena,Italia,197.51999999999998
2011,Magdalena,Japón,1349.71
2011,Magdalena,Nueva Zelandia,57.69
2011,Magdalena,Reino Unido,13.66
2011,Magdalena,Rusia- Federación de,57.75
2011,Magdalena,Suecia,19.24
2011,Magdalena,Taiwán- Provincia de China,3.49
2011,Nariño,Alemania,299.34999999999997
2011,Nariño,Australia,38.400000000000006
2011,Nariño,Bélgica,2809.87
2011,Nariño,Canadá,109.87
2011,Nariño,Chile,0.63
2011,Nariño,China,19.22
2011,Nariño,Emiratos Árabes Unidos,17.92
2011,Nariño,España,689.11
2011,Nariño,Estados Unidos,2323.5099999999998
2011,Nariño,Francia,238.99
2011,Nariño,Japón,341.61
2011,Nariño,Países Bajos,115.03999999999999
2011,Nariño,Reino Unido,1864.29
2011,Nariño,Taiwán- Provincia de China,10.18
2011,Norte de Santander,Bélgica,172.42000000000002
2011,Norte de Santander,Canadá,654.13
2011,Norte de Santander,Corea,102.9
2011,Norte de Santander,Estados Unidos,19.28
2011,Norte de Santander,Japón,79.9
2011,Norte de Santander,Portugal,21.68
2011,Norte de Santander,Reino Unido,43.28
2011,Norte de Santander,Suecia,20.98
2011,Quindío,Albania,10.52
2011,Quindío,Alemania,2071.8999999999996
2011,Quindío,Argentina,124.25
2011,Quindío,Australia,168.09
2011,Quindío,Austria,0.13
2011,Quindío,Bélgica,1175.29
2011,Quindío,Canadá,2044.5900000000001
2011,Quindío,Chile,17.5
2011,Quindío,China,62.96
2011,Quindío,Corea,1746.49
2011,Quindío,Costa Rica,5.040000000000001
2011,Quindío,Dinamarca,61.959999999999994
2011,Quindío,El Salvador,6.4799999999999995
2011,Quindío,Eslovenia,19.23
2011,Quindío,España,885.37
2011,Quindío,Estados Unidos,11532.26
2011,Quindío,Finlandia,209.70999999999998
2011,Quindío,Francia,234.57000000000002
2011,Quindío,Georgia,19.79
2011,Quindío,Israel,251.61
2011,Quindío,Italia,332.57
2011,Quindío,Japón,3280.5100000000007
2011,Quindío,Jordania,57.71
2011,Quindío,Letonia,38.49
2011,Quindío,Líbano,79.68
2011,Quindío,Macao,17.47
2011,Quindío,Malasia,39.85
2011,Quindío,Marruecos,19.28
2011,Quindío,México,38.39
2011,Quindío,Noruega,158.72
2011,Quindío,Nueva Zelandia,38.5
2011,Quindío,Países Bajos,84.46000000000001
2011,Quindío,Perú,7.700000000000001
2011,Quindío,Polonia,38.59
2011,Quindío,Portugal,19.92
2011,Quindío,Reino Unido,2151.95
2011,Quindío,Rumania,384.49
2011,Quindío,Rusia- Federación de,52.86
2011,Quindío,Siria- República Árabe,96.93
2011,Quindío,Sudáfrica,24.0
2011,Quindío,Suecia,664.05
2011,Quindío,Suiza,0.15
2011,Quindío,Taiwán- Provincia de China,48.51
2011,Risaralda,Alemania,4198.08
2011,Risaralda,Antillas Holandesas,5.93
2011,Risaralda,Arabia Saudita,72.12
2011,Risaralda,Australia,901.7200000000001
2011,Risaralda,Brasil,0.05
2011,Risaralda,Bélgica,4965.079999999999
2011,Risaralda,Canadá,4885.1900000000005
2011,Risaralda,Chile,13.91
2011,Risaralda,China,58.459999999999994
2011,Risaralda,Corea,5123.71
2011,Risaralda,Dinamarca,20.96
2011,Risaralda,Egipto,39.95
2011,Risaralda,España,578.77
2011,Risaralda,Estados Unidos,41726.020000000004
2011,Risaralda,Finlandia,531.8699999999999
2011,Risaralda,Francia,1201.57
2011,Risaralda,Grecia,39.21
2011,Risaralda,Hong Kong,4.94
2011,Risaralda,Irlanda,96.12
2011,Risaralda,Islandia,19.19
2011,Risaralda,Israel,684.26
2011,Risaralda,Italia,923.06
2011,Risaralda,Japón,10174.52
2011,Risaralda,Jordania,96.39
2011,Risaralda,Letonia,19.28
2011,Risaralda,Macao,17.51
2011,Risaralda,Malasia,77.03
2011,Risaralda,Marruecos,19.97
2011,Risaralda,México,134.73000000000002
2011,Risaralda,Noruega,1078.27
2011,Risaralda,Nueva Zelandia,96.17999999999999
2011,Risaralda,Países Bajos,270.78
2011,Risaralda,Portugal,215.95
2011,Risaralda,Reino Unido,1070.52
2011,Risaralda,República Checa,21.02
2011,Risaralda,Rusia- Federación de,98.38
2011,Risaralda,Singapur,19.23
2011,Risaralda,Siria- República Árabe,408.73999999999995
2011,Risaralda,Sudáfrica,19.93
2011,Risaralda,Suecia,1396.1100000000001
2011,Risaralda,Suiza,1.6
2011,Risaralda,Taiwán- Provincia de China,250.39999999999998
2011,San Andrés y Providencia,Canadá,96.01
2011,San Andrés y Providencia,Estados Unidos,41.96
2011,Santander,Alemania,1032.59
2011,Santander,Aruba,0.04
2011,Santander,Australia,19.23
2011,Santander,Bélgica,359.93
2011,Santander,Canadá,2882.2200000000003
2011,Santander,Corea,19.22
2011,Santander,Croacia,19.31
2011,Santander,Dinamarca,462.37
2011,Santander,España,469.04
2011,Santander,Estados Unidos,8398.87
2011,Santander,Estonia,38.42
2011,Santander,Finlandia,313.5
2011,Santander,Francia,471.84
2011,Santander,Grecia,39.12
2011,Santander,Irlanda,38.49
2011,Santander,Israel,39.93
2011,Santander,Italia,998.32
2011,Santander,Japón,907.7
2011,Santander,Jordania,19.26
2011,Santander,Marruecos,19.22
2011,Santander,México,38.47
2011,Santander,Noruega,279.12
2011,Santander,Nueva Zelandia,17.54
2011,Santander,Países Bajos,21.67
2011,Santander,Reino Unido,1314.99
2011,Santander,Rusia- Federación de,236.92
2011,Santander,Suecia,725.9499999999999
2011,Santander,Suiza,19.23
2011,Sucre,Estados Unidos,19.26
2011,Tolima,Alemania,428.48999999999995
2011,Tolima,Australia,75.14
2011,Tolima,Bélgica,1872.1799999999998
2011,Tolima,Canadá,2135.01
2011,Tolima,China,52.49
2011,Tolima,Corea,1912.8099999999997
2011,Tolima,Ecuador,16.89
2011,Tolima,España,387.1700000000001
2011,Tolima,Estados Unidos,7548.689999999999
2011,Tolima,Finlandia,769.17
2011,Tolima,Francia,229.19
2011,Tolima,Hong Kong,38.41
2011,Tolima,Irlanda,19.26
2011,Tolima,Israel,38.47
2011,Tolima,Italia,180.39999999999998
2011,Tolima,Japón,1831.8099999999997
2011,Tolima,Letonia,19.21
2011,Tolima,México,38.43
2011,Tolima,Noruega,187.07999999999998
2011,Tolima,Países Bajos,43.27
2011,Tolima,Perú,23.1
2011,Tolima,Reino Unido,713.1600000000001
2011,Tolima,República Checa,42.11
2011,Tolima,Rusia- Federación de,57.769999999999996
2011,Tolima,Suecia,165.13
2011,Tolima,Taiwán- Provincia de China,36.76
2011,Valle del Cauca,Alemania,21.01
2011,Valle del Cauca,Antillas Holandesas,45.81999999999999
2011,Valle del Cauca,Aruba,20.02
2011,Valle del Cauca,Australia,326.8299999999999
2011,Valle del Cauca,Bolivia,8.0
2011,Valle del Cauca,Bélgica,471.52
2011,Valle del Cauca,Canadá,865.4100000000001
2011,Valle del Cauca,Chile,2.8
2011,Valle del Cauca,Corea,1729.4300000000003
2011,Valle del Cauca,Ecuador,134.9
2011,Valle del Cauca,España,185.82000000000002
2011,Valle del Cauca,Estados Unidos,6920.829999999998
2011,Valle del Cauca,Finlandia,1069.6200000000001
2011,Valle del Cauca,Francia,333.97
2011,Valle del Cauca,Hong Kong,38.5
2011,Valle del Cauca,Israel,60.78
2011,Valle del Cauca,Italia,144.7
2011,Valle del Cauca,Japón,3337.3699999999994
2011,Valle del Cauca,Malasia,116.75
2011,Valle del Cauca,México,19.16
2011,Valle del Cauca,Noruega,96.28
2011,Valle del Cauca,Nueva Zelandia,327.05
2011,Valle del Cauca,Países Bajos,2.57
2011,Valle del Cauca,Perú,433.86
2011,Valle del Cauca,Puerto Rico,33.410000000000004
2011,Valle del Cauca,Reino Unido,2637.45
2011,Valle del Cauca,República Dominicana,10.17
2011,Valle del Cauca,Rusia- Federación de,19.23
2011,Valle del Cauca,Suecia,59.33
2011,Valle del Cauca,Surinam,2.57
2011,Valle del Cauca,Taiwán- Provincia de China,46.489999999999995
2011,Valle del Cauca,Venezuela,113.83999999999999
2012,Antioquia,Alemania,1510.4800000000002
2012,Antioquia,Antigua y Barbuda,1.78
2012,Antioquia,Antillas Holandesas,36.150000000000006
2012,Antioquia,Argentina,59.75
2012,Antioquia,Aruba,31.939999999999998
2012,Antioquia,Australia,277.72
2012,Antioquia,Barbados,27.169999999999995
2012,Antioquia,Belice,13.8
2012,Antioquia,Bolivia,16.779999999999998
2012,Antioquia,Bélgica,2992.14
2012,Antioquia,Canadá,6017.28
2012,Antioquia,Chile,117.74
2012,Antioquia,China,208.88
2012,Antioquia,Corea,612.31
2012,Antioquia,Costa Rica,156.69000000000003
2012,Antioquia,Cuba,1.74
2012,Antioquia,Dinamarca,81.76
2012,Antioquia,Dominica,3.49
2012,Antioquia,Ecuador,452.86
2012,Antioquia,El Salvador,40.019999999999996
2012,Antioquia,Eslovenia,39.21
2012,Antioquia,España,2094.57
2012,Antioquia,Estados Unidos,20880.670000000002
2012,Antioquia,Finlandia,1069.3899999999999
2012,Antioquia,Francia,1093.8300000000004
2012,Antioquia,Granada,2.9899999999999998
2012,Antioquia,Guatemala,81.09
2012,Antioquia,Guyana,11.260000000000002
2012,Antioquia,Honduras,6.09
2012,Antioquia,Hong Kong,32.03
2012,Antioquia,India,11.41
2012,Antioquia,Irlanda,77.03999999999999
2012,Antioquia,Islandia,19.21
2012,Antioquia,Israel,404.28999999999996
2012,Antioquia,Italia,321.11
2012,Antioquia,Japón,2104.2599999999998
2012,Antioquia,Jordania,77.47999999999999
2012,Antioquia,Malasia,238.10000000000002
2012,Antioquia,México,103.7
2012,Antioquia,Noruega,887.58
2012,Antioquia,Nueva Zelandia,79.79
2012,Antioquia,Panamá,99.79000000000002
2012,Antioquia,Paraguay,29.610000000000003
2012,Antioquia,Países Bajos,481.46
2012,Antioquia,Perú,52.300000000000004
2012,Antioquia,Portugal,39.230000000000004
2012,Antioquia,Puerto Rico,32.18
2012,Antioquia,Reino Unido,6938.159999999999
2012,Antioquia,República Dominicana,15.200000000000001
2012,Antioquia,Rusia- Federación de,558.9300000000001
2012,Antioquia,San Cristóbal y Nieves,0.53
2012,Antioquia,San Vicente y las Granadinas,1.59
2012,Antioquia,Santa Lucia,3.9
2012,Antioquia,Singapur,10.870000000000001
2012,Antioquia,Siria- República Árabe,39.120000000000005
2012,Antioquia,Sudáfrica,19.26
2012,Antioquia,Suecia,1028.58
2012,Antioquia,Suiza,19.25
2012,Antioquia,Surinam,37.7
2012,Antioquia,Tailandia,0.28
2012,Antioquia,Taiwán- Provincia de China,117.17
2012,Antioquia,Trinidad y Tobago,62.20000000000001
2012,Antioquia,Uruguay,27.130000000000003
2012,Antioquia,Venezuela,18.400000000000002
2012,Atlántico,Alemania,2.64
2012,Atlántico,Estados Unidos,0.33
2012,Atlántico,Puerto Rico,0.0
2012,Bogotá,Alemania,2161.61
2012,Bogotá,Arabia Saudita,0.5
2012,Bogotá,Argentina,267.82000000000005
2012,Bogotá,Aruba,3.44
2012,Bogotá,Australia,680.28
2012,Bogotá,Austria,0.36
2012,Bogotá,Bolivia,0.94
2012,Bogotá,Bélgica,2425.75
2012,Bogotá,Canadá,2101.5
2012,Bogotá,Chile,106.13000000000001
2012,Bogotá,China,65.2
2012,Bogotá,Corea,171.44000000000003
2012,Bogotá,Ecuador,130.04
2012,Bogotá,Egipto,38.47
2012,Bogotá,Emiratos Árabes Unidos,1.88
2012,Bogotá,España,596.9200000000001
2012,Bogotá,Estados Unidos,13637.369999999999
2012,Bogotá,Finlandia,252.08999999999997
2012,Bogotá,Francia,1219.66
2012,Bogotá,Georgia,19.23
2012,Bogotá,Grecia,79.81
2012,Bogotá,Irak,1.0
2012,Bogotá,Islandia,19.9
2012,Bogotá,Israel,520.3399999999999
2012,Bogotá,Italia,1268.06
2012,Bogotá,Japón,838.5500000000001
2012,Bogotá,Jordania,78.38000000000001
2012,Bogotá,Líbano,59.809999999999995
2012,Bogotá,Malasia,19.27
2012,Bogotá,Marruecos,57.620000000000005
2012,Bogotá,México,40.720000000000006
2012,Bogotá,Noruega,1.12
2012,Bogotá,Nueva Zelandia,77.0
2012,Bogotá,Panamá,11.61
2012,Bogotá,Países Bajos,1.3
2012,Bogotá,Perú,5.029999999999999
2012,Bogotá,Polonia,4.0200000000000005
2012,Bogotá,Portugal,57.74
2012,Bogotá,Reino Unido,411.38
2012,Bogotá,República Checa,111.37
2012,Bogotá,República Dominicana,1.06
2012,Bogotá,Rumania,280.05999999999995
2012,Bogotá,Rusia- Federación de,232.25000000000003
2012,Bogotá,Singapur,15.54
2012,Bogotá,Siria- República Árabe,19.2
2012,Bogotá,Sudáfrica,59.12
2012,Bogotá,Suecia,608.47
2012,Bogotá,Tailandia,0.83
2012,Bogotá,Taiwán- Provincia de China,10.450000000000001
2012,Bogotá,Ucrania,1.06
2012,Bogotá,Uruguay,7.03
2012,Bogotá,Venezuela,2.61
2012,Bogotá,ZFP Barranquilla,0.9900000000000001
2012,Bogotá,ZFP Bogotá,21.04
2012,Bogotá,ZFP Centro Logístico del Pacífico CELPA,35.529999999999994
2012,Bogotá,ZFP Palmaseca,0.41000000000000003
2012,Bolívar,Chile,4.8
2012,Bolívar,España,20.01
2012,Bolívar,Estados Unidos,0.01
2012,Bolívar,Perú,56.92
2012,Caldas,Alemania,6952.49
2012,Caldas,Arabia Saudita,39.230000000000004
2012,Caldas,Argentina,87.5
2012,Caldas,Australia,716.72
2012,Caldas,Brasil,1.02
2012,Caldas,Bélgica,11607.33
2012,Caldas,Canadá,5460.299999999999
2012,Caldas,Chile,188.6
2012,Caldas,China,232.20000000000002
2012,Caldas,Corea,1350.9300000000003
2012,Caldas,Dinamarca,126.66
2012,Caldas,Ecuador,163.83999999999997
2012,Caldas,El Salvador,11.959999999999999
2012,Caldas,Eslovenia,134.7
2012,Caldas,España,1976.1500000000003
2012,Caldas,Estados Unidos,25873.35
2012,Caldas,Estonia,19.24
2012,Caldas,Finlandia,841.5500000000001
2012,Caldas,Francia,408.24999999999994
2012,Caldas,Grecia,52.65
2012,Caldas,Hong Kong,19.24
2012,Caldas,Indonesia,30.78
2012,Caldas,Irlanda,57.84
2012,Caldas,Islandia,19.27
2012,Caldas,Israel,776.69
2012,Caldas,Italia,1153.99
2012,Caldas,Japón,6814.31
2012,Caldas,Letonia,22.509999999999998
2012,Caldas,Líbano,38.49
2012,Caldas,Macao,21.03
2012,Caldas,Malasia,0.03
2012,Caldas,México,742.8499999999999
2012,Caldas,Noruega,207.90000000000003
2012,Caldas,Nueva Zelandia,34.03999999999999
2012,Caldas,Países Bajos,193.25
2012,Caldas,Perú,12.41
2012,Caldas,Polonia,241.56
2012,Caldas,Portugal,20.0
2012,Caldas,Reino Unido,2582.76
2012,Caldas,Rumania,38.35
2012,Caldas,Rusia- Federación de,1712.71
2012,Caldas,Singapur,27.060000000000002
2012,Caldas,Sudáfrica,115.44
2012,Caldas,Suecia,1567.6
2012,Caldas,Tailandia,6.73
2012,Caldas,Taiwán- Provincia de China,196.60999999999999
2012,Caldas,Turquía,19.27
2012,Caldas,Ucrania,3.26
2012,Cauca,Alemania,560.12
2012,Cauca,Antillas Holandesas,25.83
2012,Cauca,Australia,164.24
2012,Cauca,Bélgica,1633.8300000000002
2012,Cauca,Canadá,458.34999999999997
2012,Cauca,Corea,138.8
2012,Cauca,Dinamarca,19.97
2012,Cauca,España,775.9000000000001
2012,Cauca,Estados Unidos,4604.38
2012,Cauca,Finlandia,630.0200000000001
2012,Cauca,Francia,129.81
2012,Cauca,Hong Kong,19.23
2012,Cauca,Israel,38.519999999999996
2012,Cauca,Italia,19.22
2012,Cauca,Japón,1851.65
2012,Cauca,México,38.510000000000005
2012,Cauca,Nueva Zelandia,93.46000000000001
2012,Cauca,Países Bajos,9.88
2012,Cauca,Reino Unido,1061.42
2012,Cauca,Suecia,178.86
2012,Cesar,Corea,100.75
2012,Cesar,Estados Unidos,19.24
2012,Cundinamarca,Alemania,62.89
2012,Cundinamarca,Bélgica,146.94
2012,Cundinamarca,Canadá,154.33
2012,Cundinamarca,Chile,1.4
2012,Cundinamarca,España,0.2
2012,Cundinamarca,Estados Unidos,20.49
2012,Cundinamarca,Japón,3.96
2012,Cundinamarca,Noruega,0.16
2012,Cundinamarca,Panamá,0.12
2012,Cundinamarca,ZFP Barranquilla,0.76
2012,Cundinamarca,ZFP Bogotá,0.85
2012,Cundinamarca,ZFP Centro Logístico del Pacífico CELPA,1.2700000000000002
2012,Huila,Albania,19.26
2012,Huila,Alemania,3788.79
2012,Huila,Argelia,19.26
2012,Huila,Australia,515.8599999999999
2012,Huila,Bélgica,2577.6399999999994
2012,Huila,Canadá,4627.0199999999995
2012,Huila,China,116.02
2012,Huila,Corea,1403.91
2012,Huila,Croacia,19.92
2012,Huila,Dinamarca,620.29
2012,Huila,Emiratos Árabes Unidos,19.55
2012,Huila,España,6340.0
2012,Huila,Estados Unidos,23153.509999999995
2012,Huila,Estonia,19.21
2012,Huila,Finlandia,2580.4600000000005
2012,Huila,Francia,981.6700000000001
2012,Huila,Grecia,19.27
2012,Huila,Hong Kong,58.5
